Name,URL,SKU,Description,Category,Brand,Rating Value,Review Count,Price,Price Currency,Availability,Material,Review,Rate,Reviewer,Review Date
Organic Deep Sleep Blend 1 OZ,https://www.etsy.com/listing/895353511/organic-deep-sleep-blend-1-oz,895353511,"Deep Sleep Blend is a wonderful blend to add to your tea collection for those nights where you need extra support in winding down and ensuring a restful nights sleep. This blend can also be used to help calm the mind and body in general and does not have to be used specifically for sleep.  For acute support- 1-2 cups before bed. For chronic support- 3 cups consumed throughout the day. Continued, consistent use of the tea should yield results in 1-2 weeks.  This blend is best when steeped for close to 30 minutes to pull out all of the beneficial constituents of the herbs.   This blend is made for teens-adults and not intended for children.  Made with all organic ingredients: Valerian Root, Lavender, Skullcap, California Poppy, and Oatstraw  Each bag contains 1 ounces  **This information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent and diseases.**",Home & Living < Food & Drink < Coffee & Tea < Tea,SnowwhiteBotanicals,4.9,10,10.00,USD,https://schema.org/InStock,Valerian Root/Lavender/California Poppy,"Quick & efficient ordering.
As described 
Met expectations",5,Dawn,2021-05-12
Valerian Root / Valeriana Officinalis L # Herba Organica #,https://www.etsy.com/listing/714999731/valerian-root-valeriana-officinalis-l,714999731,"Valerian Root / Valeriana officinalis L. / Herba Organica  Valerian Root (Valeriana officinalis L.) plant other names include garden valerian, garden heliotrope, setwall and all-heal.  Suggested Use:  1-2 tsp of Valerian Root Herba Organica pour with 200ml of boiling water. Leave to infuse covered for 15-20 minutes, then strain.  You can add some lemon juice or stevia powder to taste.   Please visit our Etsy shop for more: https://www.etsy.com/uk/shop/HealthEmbassyLTD?ref=profile_header   This product description is for informational purposes only. It does not replace the consultation with a doctor and cannot be used as a medication or be a part of therapy.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",HealthEmbassyLTD,4.9,484,,USD,https://schema.org/InStock,Valerian Root,amazing product would definitely buy it again!!,5,Gloria Okposio,2021-04-29
Valerian Root / Valeriana Officinalis L # Herba Organica #,https://www.etsy.com/listing/714999731/valerian-root-valeriana-officinalis-l,714999731,"Valerian Root / Valeriana officinalis L. / Herba Organica  Valerian Root (Valeriana officinalis L.) plant other names include garden valerian, garden heliotrope, setwall and all-heal.  Suggested Use:  1-2 tsp of Valerian Root Herba Organica pour with 200ml of boiling water. Leave to infuse covered for 15-20 minutes, then strain.  You can add some lemon juice or stevia powder to taste.   Please visit our Etsy shop for more: https://www.etsy.com/uk/shop/HealthEmbassyLTD?ref=profile_header   This product description is for informational purposes only. It does not replace the consultation with a doctor and cannot be used as a medication or be a part of therapy.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",HealthEmbassyLTD,4.9,484,,USD,https://schema.org/InStock,Valerian Root,"great, prompt arrival, good quality",5,Jayme,2020-10-13
Valerian Root / Valeriana Officinalis L # Herba Organica #,https://www.etsy.com/listing/714999731/valerian-root-valeriana-officinalis-l,714999731,"Valerian Root / Valeriana officinalis L. / Herba Organica  Valerian Root (Valeriana officinalis L.) plant other names include garden valerian, garden heliotrope, setwall and all-heal.  Suggested Use:  1-2 tsp of Valerian Root Herba Organica pour with 200ml of boiling water. Leave to infuse covered for 15-20 minutes, then strain.  You can add some lemon juice or stevia powder to taste.   Please visit our Etsy shop for more: https://www.etsy.com/uk/shop/HealthEmbassyLTD?ref=profile_header   This product description is for informational purposes only. It does not replace the consultation with a doctor and cannot be used as a medication or be a part of therapy.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",HealthEmbassyLTD,4.9,484,,USD,https://schema.org/InStock,Valerian Root,,5,Aswan Nedd-Swaby,2022-05-07
Valerian Root / Valeriana Officinalis L # Herba Organica #,https://www.etsy.com/listing/714999731/valerian-root-valeriana-officinalis-l,714999731,"Valerian Root / Valeriana officinalis L. / Herba Organica  Valerian Root (Valeriana officinalis L.) plant other names include garden valerian, garden heliotrope, setwall and all-heal.  Suggested Use:  1-2 tsp of Valerian Root Herba Organica pour with 200ml of boiling water. Leave to infuse covered for 15-20 minutes, then strain.  You can add some lemon juice or stevia powder to taste.   Please visit our Etsy shop for more: https://www.etsy.com/uk/shop/HealthEmbassyLTD?ref=profile_header   This product description is for informational purposes only. It does not replace the consultation with a doctor and cannot be used as a medication or be a part of therapy.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",HealthEmbassyLTD,4.9,484,,USD,https://schema.org/InStock,Valerian Root,,5,George Gamson,2019-11-10
"Organic Catnip Leaf, Cut & Sifted | Tea | Catmint |  Nepeta Cataria | Loose Herb Tea",https://www.etsy.com/listing/952675620/organic-catnip-leaf-cut-sifted-tea,952675620,"Organic Catnip leaf. Color: Green.  Process: Dry Catnip herb leaf. Other Names: Catmint.  Also called Catmint, Catnip is a botanical cousin to peppermint and spearmint. It has a slightly sweet, minty profile, adding a nice indulgence in teas, fruit salads, and Mediterranean dishes.  Dried Catnip is a natural deterrent to mice, mosquitoes, termites, cockroaches, and many other pests who strongly dislike the plant.  A terpene compound in the plant called nepetalactone is also highly attractive to most house cats. Molecules of this chemical bind the receptors in the lining of the vomeronasal organ when the cat sniffs the plant, triggering the typical “crazy cat” behavior most feline enthusiasts are familiar with.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: Please contact us if you need larger bulk or wholesale orders.  IMPORTANT: The pictures of the products are in most cases zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7747,,USD,https://schema.org/InStock,Organic Catnip Leaf/Organic Catmint/Nepeta Cataria,Very excited to try this,5,Catherine Reese,2024-01-26
"Organic Catnip Leaf, Cut & Sifted | Tea | Catmint |  Nepeta Cataria | Loose Herb Tea",https://www.etsy.com/listing/952675620/organic-catnip-leaf-cut-sifted-tea,952675620,"Organic Catnip leaf. Color: Green.  Process: Dry Catnip herb leaf. Other Names: Catmint.  Also called Catmint, Catnip is a botanical cousin to peppermint and spearmint. It has a slightly sweet, minty profile, adding a nice indulgence in teas, fruit salads, and Mediterranean dishes.  Dried Catnip is a natural deterrent to mice, mosquitoes, termites, cockroaches, and many other pests who strongly dislike the plant.  A terpene compound in the plant called nepetalactone is also highly attractive to most house cats. Molecules of this chemical bind the receptors in the lining of the vomeronasal organ when the cat sniffs the plant, triggering the typical “crazy cat” behavior most feline enthusiasts are familiar with.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: Please contact us if you need larger bulk or wholesale orders.  IMPORTANT: The pictures of the products are in most cases zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7747,,USD,https://schema.org/InStock,Organic Catnip Leaf/Organic Catmint/Nepeta Cataria,Came quickly after ordering. Haven&#39;t given it to the cats yet! But it sure looks fresh!,5,Will Bullas,2023-04-04
"Organic Catnip Leaf, Cut & Sifted | Tea | Catmint |  Nepeta Cataria | Loose Herb Tea",https://www.etsy.com/listing/952675620/organic-catnip-leaf-cut-sifted-tea,952675620,"Organic Catnip leaf. Color: Green.  Process: Dry Catnip herb leaf. Other Names: Catmint.  Also called Catmint, Catnip is a botanical cousin to peppermint and spearmint. It has a slightly sweet, minty profile, adding a nice indulgence in teas, fruit salads, and Mediterranean dishes.  Dried Catnip is a natural deterrent to mice, mosquitoes, termites, cockroaches, and many other pests who strongly dislike the plant.  A terpene compound in the plant called nepetalactone is also highly attractive to most house cats. Molecules of this chemical bind the receptors in the lining of the vomeronasal organ when the cat sniffs the plant, triggering the typical “crazy cat” behavior most feline enthusiasts are familiar with.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: Please contact us if you need larger bulk or wholesale orders.  IMPORTANT: The pictures of the products are in most cases zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7747,,USD,https://schema.org/InStock,Organic Catnip Leaf/Organic Catmint/Nepeta Cataria,This item matched the description,5,Luna,2023-03-16
"Organic Catnip Leaf, Cut & Sifted | Tea | Catmint |  Nepeta Cataria | Loose Herb Tea",https://www.etsy.com/listing/952675620/organic-catnip-leaf-cut-sifted-tea,952675620,"Organic Catnip leaf. Color: Green.  Process: Dry Catnip herb leaf. Other Names: Catmint.  Also called Catmint, Catnip is a botanical cousin to peppermint and spearmint. It has a slightly sweet, minty profile, adding a nice indulgence in teas, fruit salads, and Mediterranean dishes.  Dried Catnip is a natural deterrent to mice, mosquitoes, termites, cockroaches, and many other pests who strongly dislike the plant.  A terpene compound in the plant called nepetalactone is also highly attractive to most house cats. Molecules of this chemical bind the receptors in the lining of the vomeronasal organ when the cat sniffs the plant, triggering the typical “crazy cat” behavior most feline enthusiasts are familiar with.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: Please contact us if you need larger bulk or wholesale orders.  IMPORTANT: The pictures of the products are in most cases zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7747,,USD,https://schema.org/InStock,Organic Catnip Leaf/Organic Catmint/Nepeta Cataria,"Perfect, thank you! It was exactly as expected!",5,Ascension Intuitive LLC.,2022-10-01
Vata Dosha Tea for Vata Dosha Organic Calming Vata Calm Tea Relaxing Tea Digest Detox Tea Stress Relief Relaxation Herbal Loose Leaf Tea,https://www.etsy.com/listing/1389662743/vata-dosha-tea-for-vata-dosha-organic,1389662743,"In need of a little zen? Look no further than our Relaxing Herbal Loose Leaf Tea specially designed for Vata Dosha individuals. Indulge in the soothing flavors and aromatic herbs that promote zen and cultivate a sense of calm. Your daily self-care ritual just got upgraded!  ✅ LUXURY INGREDIENTS: Licorice, Cardamom, organic Ginger 🫚, organic Cinnamon, organic Ashwagandha, organic Anise. ✅ CAFFEINE CONTENT: None - Caffeine Free ✅ ANTIOXIDANT LEVEL: Low ✅ FLAVOR: Minty notes intertwined with sweet cinnamon on licorice  ✅ (TEAS) FROM:  India  🇮🇳/ Egypt 🇪🇬  ✅  HANDMADE! 🤚  HOT BREWING METHOD: Bring filtered or freshly drawn cold water to a rolling boil. Place one slightly heaping teaspoon of loose tea for each 7-9oz / 200-260ml of fluid volume in the teapot. Pour the boiling water into the teapot. Cover and let steep for 5-10 minutes according to taste (the longer the steeping time, the stronger the tea).   FOLLOW US ON SOCIAL MEDIA: INSTAGRAM: https://www.instagram.com/namasteblendsteas/ FACEBOOK: https://www.facebook.com/namasteblendsdotcom/ PINTEREST: https://www.pinterest.com/1i4obt7e8cyvgt7k6dc9rvludnkh4d/ TWITTER: https://twitter.com/namasteblends",Home & Living < Food & Drink < Coffee & Tea < Tea,NamasteBlendsTeas,4.9,186,,USD,https://schema.org/InStock,Licorice/Cardamom/Organic Ginger,"Really tasty, fast shipping. Thank you!",5,Kaden Sundberg,2024-01-21
"Sleep + Rest Loose Tea Leaves (Chamomile, Lavender) Organic Loose Leaf Tea Gift, Ayurvedic, Self Care Gift, Sweet Dreams by Get Green, Human",https://www.etsy.com/listing/1475887288/sleep-rest-loose-tea-leaves-chamomile,1475887288,"Unwind and drift away into a restful sleep with our organic loose tea leaves blend.  This soothing herbal loose leaf tea was designed to promote sleep and relaxation.   Infused with the soothing blend of chamomile, lemon balm, and lavender, our herbal tea helps calm the mind and prepare you to drift off to &quot;Sweet Dreams&quot; (by Get Green, Human)  ✅ 100% ORGANIC NATURAL INGREDIENTS: Chamomile, Lemon Balm, Lavender, Passionflower, Valerian Root, Spearmint Leaf, Rose Petals, Cinnamon  👉 FLAVOR: &quot;Sweet Dreams&quot; has a sweet and soothing flavor profile, perfect for winding down before bed.  ❌ NO “ARTIFICIAL” OR “NATURAL” FLAVORS IN OUR TEAS, EVER:  Trust in the goodness of nature with our organically grown loose leaf tea. It&#39;s a guilt-free indulgence, free from harmful chemicals, ensuring a wholesome and refreshing experience you can truly savor.  🍃 IT’S YOUR JOURNEY & IT STARTS WITH A SIP: Embrace wellness with every cup as our herbal tea nurtures your overall well-being. Feel the gentle embrace of nature&#39;s healing touch as it restores balance and harmony within you.  😊 MADE FOR HUMANS, BY HUMANS: Unwind and melt away stress with our delightful organic loose leaf herbal tea. Let its soothing blend of herbs create a serene oasis for your mind and body.  🌿 1 POUCH = 12 - 24 CUPS*: Each bag of our Get Green, Human herbal teas makes about 12 - 24 cups of herbal goodness for you to sip on and enjoy!   💚 Each 2 oz (57 gram) portion is decaf, vegan, and crafted with organic herbs, ensuring a healthy and invigorating experience. Packaged in a resealable bag, our tea contains ZERO natural or artificial flavors, allowing you to embrace the pure benefits of nature.    ⭐️⭐️⭐️Proudly Rated 5 Stars By Over 1,000+ Happy Humans! (Yay) ⭐️⭐️⭐️    ☹️👉Due to Etsy Guidelines we are unable to share with you all the incredible benefits this tea may offer you here but please visit us at GetGreenHuman.com for all the juicy &quot;tea&quot; on our blends!    ——————————————————————————  😊 LET’S BE FRIENDS?  We’re a little new to social media but we’ve been told it’s never too late to start. Come join our little party!   •Website: Getgreenhuman.com •Instagram: https://www.instagram.com/getgreenhumans/   •TikTok: https://www.tiktok.com/@getgreenhuman •Pinterest: https://www.pinterest.com/getgreenhuman/    —--------------------------------------------------------------------   ✅ All of our teas are ALL CAFFEINE FREE (yay) so feel free to sip away at all hours of the day without having to worry about any eye twitching from too much caffeine   👍 Best of all, you can enjoy our teas hot or iced. (Win-win!)   👉Please note that while this tea is not intended to diagnose, treat, cure, or prevent any disease, it could be a great addition to a healthy lifestyle.    ---------------------------------------------------------------------  🤔 FAQ’s  For your convenience, we went ahead and came up with a simple Q&A with the most common questions we’ve received from our happy customers:   🍃HOW MUCH TEA IS IN EACH BAG?  Each of our teas come to you in a 2 ounce (57 gram) loose leaf tea bag, which makes about 12-24 cups (depending on how thirsty you are).  It&#39;s a premium product that&#39;s worth every penny. We know you want the best for yourself and your family, and we&#39;re committed to providing high-quality, organic products that you can trust (unlike your ex).     🤷🏻‍♀️ISN’T BREWING THIS TYPE OF TEA AS COMPLICATED AS ASSEMBLING (*insert word that rhymes with WHYKEA) FURNITURE? Not even close! Steeping loose leaf tea is a breeze, and soon you’ll be brewing up a storm like a seasoned tea aficionado.   👉Paul’s Personal Brewing Tip: Our teas are as easy to prep as swiping right - just put 1-2 tsp of tea in a cloth or infuser, pour 2 cups of boiling water, and let steep for 10 minutes.   Drink 1-2 cups daily or as recommended by your healthcare provider. For best results, use it for at least 4-6 weeks (we&#39;re not a one-night stand)  *Bonus Tip: Don&#39;t forget to set the mood - light some candles, put on some smooth jazz, and voila, the perfect cup of organic loose leaf tea is ready for you to sip and savor. Just be sure to sip with your pinky out, because you&#39;re just fancy like that :)     CAN I RE-USE MY TEA LEAVES? Yessss! Reusing tea leaves is like a little act of rebellion - going against the traditional one-and-done tea culture. It&#39;s like recycling, but for tea!  So, can you reuse those precious little tea leaves? You bet your sweet bippy you can! Just steep them again in some hot water, like giving them a second chance at life. Just be sure not to over steep them, because no one likes an overcooked tea leaf.      🥛CAN I ADD MILK? Well, that depends - do you want to risk starting a tea war? Because there are some serious opinions out there about whether or not you should add milk to your tea.  Some of our customers say that adding milk to tea is like adding ketchup to a gourmet meal - it&#39;s just not done.  Others say that adding milk is like putting on a cozy sweater on a chilly day - it just makes everything better.  Loose leaf tea is like a blank canvas - you can add whatever you want to it and make it your own masterpiece.  Just remember that adding milk can change the flavor of the tea, so you might want to experiment a bit to find the perfect balance.       CAN I BREW THIS IN A TEA POT? Oh, absolutely! In fact, brewing loose leaf tea in a tea pot is like throwing a party for your taste buds.  Tea pots allow the tea leaves to expand and fully release their flavors, which means you get a more robust and delicious cup of tea.  Plus, it&#39;s like a fancy little ceremony - you get to pour the hot water over the leaves and watch as they dance and swirl around in the pot.  But here&#39;s the catch - not all tea pots are created equal.  *Pro Tip: You want to make sure you&#39;re using a pot that&#39;s big enough to give the leaves room to breathe, but not so big that they&#39;re swimming around in there like they&#39;re at a pool party.      😱CAN I CHANGE MY SHIPPING ADDRESS AFTER PLACING AN ORDER?!  Trick Question & the answer is, it depends.   The problem with changing orders is that the human on the other end of your phone jumps up and down and does a little happy dance with each new order that comes in.  Then that same human runs to the shipping department and does everything they can to get your order ready and out the door so you can enjoy your tea ASAP.  Which of course might pose an issue if you want to change the address after its already out the door.  Our best advice - reach out to us and if we still have your package with us - of course we will make that fix for you! :)     📦WHAT IS YOUR RETURN POLICY? Due to sanitary reasons, we cannot accept returns but we&#39;re happy to say that we&#39;re not in the business of holding grudges.  If you&#39;re not completely satisfied with your purchase, reach out to us & let us know and we&#39;ll do everything we can to make it right.  Whether you accidentally ordered the wrong tea flavor, spilled some on your favorite shirt, or just changed your mind about the whole loose leaf tea thing, we won&#39;t judge you.  Our return policy is as forgiving as a yoga instructor after a particularly stressful day.  So go ahead and give us a shout if you need to make a return and we will do what we can to help. We&#39;ll still love you and your taste buds no matter what!     😬HELP! MY PACKAGE WAS LOST/ DAMAGED DURING SHIPPING! If your package is lost or damaged during shipping, don&#39;t panic! Just take a deep breath, brew yourself a cup of tea, and let us know.  We will do everything we can to make it right. We&#39;ll work with our carrier partners to track down your package or send a replacement, and we&#39;ll make sure that you get your tea fix one way or another. Because when it comes to tea, we don&#39;t mess around!   —--------------------------------------------------------------    😊 Welcome to the Get Green, Human family, where we are committed to being 100% transparent with you. We&#39;re stoked to have you join us on this wellness journey! Our products are made with only the good stuff - natural, organic ingredients sourced from nature. We don&#39;t mess around with artificial or natural flavors in our blends, so you can trust that you&#39;re getting the real deal when it comes to the ingredients you&#39;re sipping on.   🤔 Looking to enhance your wellness routine? Consider trying one of our organic herbal loose leaf teas! Each tea blend is produced in small batches with natural ingredients, bringing a touch of nature to your home. Please note that quantities are limited, so don&#39;t wait too long to grab yours.    🆓📗 GET THE TOTALLY FREE, EBOOK HERE As a thank you for choosing us, we&#39;re offering a FREE EBOOK to help you dive into the wonderful world of herbs! Click here to get your copy now! :)   ----&gt; https://getgreenhuman.com/pages/free-ebook    👍OUR PROMISE TO YOU Here at Get Green, Human we&#39;re all about keeping it REAL. And by real, we mean NO ARTIFICIAL JUNK (like “artificial” or “natural flavors”) - we don&#39;t do fake, only the good stuff that Mother Nature gives us - that’s our promise to you.   We believe that humans should get back to their roots (literally) and embrace the power of natural living - the way it&#39;s been done for 1000&#39;s of years! 		   ⚠️DISCLAIMER:  Just a little heads up! None of the topics and products at Get Green, Human have been evaluated or approved. They&#39;re not a substitute for personal judgment or medical treatment when needed, and they&#39;re not meant to diagnose, treat, cure, or prevent any diseases.   Remember, it&#39;s crucial to consult your physician before using any of our products. While we&#39;re here to provide you with awesome goodies, we can&#39;t take responsibility for any allergies or adverse reactions that may occur.   When it comes to the results you might experience with our products, they can vary from person to person. You&#39;re wonderfully unique, after all! Keep in mind that individual results may indeed differ. Embrace your uniqueness and enjoy the journey  Your health and well-being are top priorities, so please keep that in mind. Take care and stay safe! shopupz inactive",Home & Living < Food & Drink < Coffee & Tea < Tea,GetGreenHuman,4.8,16,25.99,USD,https://schema.org/InStock,Chamomile/Lemon Balm/Lavender,,,,
Royal Pain Tonic Herbal Tea Blend All Natural Apothecary,https://www.etsy.com/listing/776740225/royal-pain-tonic-herbal-tea-blend-all,776740225,"Visit our website www.CrookedCrows.com for significantly lower prices on Royal Pain. Even more savings when you use code ONETIME for 20% off your order. Valid only at www.crookedcrows.com  For detailed information on this product visit: https://crookedcrows.com/product/royal-pain-tonic-tea-blend/  Our all natural, handcrafted apothecary teas and tinctures are blended for results. We prepare our herbal teas and tinctures with you in mind.  We scrutinize each herbal ingredient in our teas and tinctures. Our methods are those of a true apothecary with hands on preparation and personal service. We carry a wide variety of herbs and will prepare your personal herbal tea or tincture to suit your needs upon request.  Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. We hand package our teas are using biodegradable and compostable packaging and our tinctures are wax sealed by hand.   Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products.  Every effort is made to work with the earth and protect all it has to offer.  Should you ever have any concerns or questions about our products, we&#39;d love to hear from you.   Please review our generous return policy as outlined in our shop.  About Crooked Crows Founded by Erin and Michael Mahoney as an herbal apothecary in the mountains of Colorado, Crooked Crows has been known for its effective botanical teas and tinctures. Today, the line is popular worldwide for its wide selection of quality, nature-based products. Crooked Crows is consistently dedicated to personal attention and desires of its clientele.  Sustainability Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products. You’ll receive select apothecary items encased in a charmed velvet bag rather than conventional overpackaging. Every effort is made to work with the earth and protect all it has to offer.  The History of Tea According to the legend of how tea was made, the Chinese emperor Shen Nung was sitting under a tree while one of his servants was boiling water. The wind blew and some leaves fell off of the tree and they landed in the boiling water. Having tea being the end creation. In the beginning there is evidence of tea only being used for medicinal purposes. Then around the 3rd century tea become a more prominent daily drink.  The History of Tinctures It&#39;s hard to put an exact date on when tinctures first started being made, but we have rough ideas of where and when they were made. Historians believe that tinctures go as far back as distilled alcohol. There is evidence showing that the Ancient Egyptians-soaked herbs in the alcohol to create their tinctures. We can go based off of the information that is out there that tinctures have been around for a very long time, they were incredibly popular around the Victorian Era.  The History of Oxymels There is evidence that oxymels were first made in ancient Egypt and the word was originally oxalme, the word meant a mixture of salt brine and vinegar. Which was used for a number of different ailments, they would often add honey so as the sour of the vinegar would not be so overpowering. The word oxymel comes from the latin word Oxymeli, which means acid and honey. Being exactly what an oxymel is. There is also evidence that in the ancient Greek times, Hippocrates actually made oxymels for some of his medicinal formulations.",Home & Living < Food & Drink < Coffee & Tea < Tea,CrookedCrowsCO,4.8,3270,,USD,https://schema.org/InStock,California Poppy/Blue Lotus/White Willow Bark,i loved this product thank you so much,5,Crystal Donaldson,2024-09-25
Royal Pain Tonic Herbal Tea Blend All Natural Apothecary,https://www.etsy.com/listing/776740225/royal-pain-tonic-herbal-tea-blend-all,776740225,"Visit our website www.CrookedCrows.com for significantly lower prices on Royal Pain. Even more savings when you use code ONETIME for 20% off your order. Valid only at www.crookedcrows.com  For detailed information on this product visit: https://crookedcrows.com/product/royal-pain-tonic-tea-blend/  Our all natural, handcrafted apothecary teas and tinctures are blended for results. We prepare our herbal teas and tinctures with you in mind.  We scrutinize each herbal ingredient in our teas and tinctures. Our methods are those of a true apothecary with hands on preparation and personal service. We carry a wide variety of herbs and will prepare your personal herbal tea or tincture to suit your needs upon request.  Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. We hand package our teas are using biodegradable and compostable packaging and our tinctures are wax sealed by hand.   Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products.  Every effort is made to work with the earth and protect all it has to offer.  Should you ever have any concerns or questions about our products, we&#39;d love to hear from you.   Please review our generous return policy as outlined in our shop.  About Crooked Crows Founded by Erin and Michael Mahoney as an herbal apothecary in the mountains of Colorado, Crooked Crows has been known for its effective botanical teas and tinctures. Today, the line is popular worldwide for its wide selection of quality, nature-based products. Crooked Crows is consistently dedicated to personal attention and desires of its clientele.  Sustainability Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products. You’ll receive select apothecary items encased in a charmed velvet bag rather than conventional overpackaging. Every effort is made to work with the earth and protect all it has to offer.  The History of Tea According to the legend of how tea was made, the Chinese emperor Shen Nung was sitting under a tree while one of his servants was boiling water. The wind blew and some leaves fell off of the tree and they landed in the boiling water. Having tea being the end creation. In the beginning there is evidence of tea only being used for medicinal purposes. Then around the 3rd century tea become a more prominent daily drink.  The History of Tinctures It&#39;s hard to put an exact date on when tinctures first started being made, but we have rough ideas of where and when they were made. Historians believe that tinctures go as far back as distilled alcohol. There is evidence showing that the Ancient Egyptians-soaked herbs in the alcohol to create their tinctures. We can go based off of the information that is out there that tinctures have been around for a very long time, they were incredibly popular around the Victorian Era.  The History of Oxymels There is evidence that oxymels were first made in ancient Egypt and the word was originally oxalme, the word meant a mixture of salt brine and vinegar. Which was used for a number of different ailments, they would often add honey so as the sour of the vinegar would not be so overpowering. The word oxymel comes from the latin word Oxymeli, which means acid and honey. Being exactly what an oxymel is. There is also evidence that in the ancient Greek times, Hippocrates actually made oxymels for some of his medicinal formulations.",Home & Living < Food & Drink < Coffee & Tea < Tea,CrookedCrowsCO,4.8,3270,,USD,https://schema.org/InStock,California Poppy/Blue Lotus/White Willow Bark,Awesome gift. The packaging was really great and shipping was fast.,5,chris beard,2024-07-09
